Index,Position,Salary Estimate,Rating,Company,Location,Industry
3570,Data Analyst I,$116K-$181K (Glassdoor est.),2.8,"Texas Health & Human Services Commission
2.8","Austin, TX",State & Regional Agencies
3571,Data Scientist,$116K-$181K (Glassdoor est.),3.1,"Federal Data Systems
3.1","Austin, TX",IT Services
3572,Data Analyst,$116K-$181K (Glassdoor est.),3.7,"Indeed
3.7","Austin, TX",Internet
3575,Data Scientist,$112K-$178K (Glassdoor est.),2.2,"NGENERA CORPORATION
2.2","Austin, TX",Computer Hardware & Software
3576,Data Analyst,$112K-$178K (Glassdoor est.),4.1,"Zynga
4.1","Austin, TX",Video Games
3577,Data Scientist,$112K-$178K (Glassdoor est.),-1.0,SubjectWell,"Austin, TX",-1
3578,Machine Learning Scientist,$112K-$178K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",Computer Hardware & Software
3579,Data Scientist,$112K-$178K (Glassdoor est.),3.1,"Horne LLP
3.1","Austin, TX",Accounting
3580,Healthcare Data Analyst - Remote,$112K-$178K (Glassdoor est.),3.3,"Allscripts
3.3","Austin, TX",Computer Hardware & Software
3582,Machine Learning Engineer,$112K-$178K (Glassdoor est.),3.9,"PayPal
3.9","Austin, TX",Internet
3583,Data Science Engineer,$112K-$178K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",Computer Hardware & Software
3584,Senior Data Scientist,$112K-$178K (Glassdoor est.),3.6,"Hotels.com
3.6","Austin, TX",Internet
3585,Machine Learning Engineer,$112K-$178K (Glassdoor est.),5.0,"Enview
5.0","Austin, TX",Computer Hardware & Software
3586,"Data Analyst, Trust & Safety",$112K-$178K (Glassdoor est.),4.1,"TaskRabbit
4.1","Austin, TX",Internet
3587,Staff Big Data Engineer,$112K-$178K (Glassdoor est.),3.5,"Integral Ad Science
3.5","Austin, TX",Internet
3588,Data Analyst,$112K-$178K (Glassdoor est.),3.1,"Horne LLP
3.1","Austin, TX",Accounting
3589,"Senior Data Scientist, Ad Platforms",$112K-$178K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",Computer Hardware & Software
3590,Quantum Data Scientist (Industrial-Process sector),$112K-$178K (Glassdoor est.),3.7,"IBM
3.7","Austin, TX",IT Services
3591,Lead Data Scientist,$112K-$178K (Glassdoor est.),3.8,"Clockwork Solutions
3.8","Austin, TX",Computer Hardware & Software
3592,Data Analyst,$112K-$178K (Glassdoor est.),2.8,"Texas Health & Human Services Commission
2.8","Austin, TX",State & Regional Agencies
3593,Applied Machine Learning Scientist,$112K-$178K (Glassdoor est.),2.6,"CognitiveScale
2.6","Austin, TX",Enterprise Software & Network Solutions
3594,Data Scientist (ML and Image Processing),$112K-$178K (Glassdoor est.),3.1,"Signature Science
3.1","Austin, TX",Consulting
3595,Data Analyst,$112K-$178K (Glassdoor est.),4.0,"CYNET SYSTEMS
4.0","Austin, TX",IT Services
3596,Junior Data Analyst,$112K-$178K (Glassdoor est.),4.4,"Assembly
4.4","Austin, TX",Building & Personnel Services
3598,Remote Sensing Data Scientist,$112K-$178K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",Colleges & Universities
3599,Senior Data Scientist,$112K-$178K (Glassdoor est.),3.8,"Sense Corp
3.8","Austin, TX",Accounting
3600,Lead Data Scientist – Secret Clearance Required,$112K-$178K (Glassdoor est.),3.9,"Deloitte
3.9","Austin, TX",Accounting
3601,Data Engineer,$112K-$178K (Glassdoor est.),4.2,"RunTitle
4.2","Austin, TX",Oil & Gas Exploration & Production
3602,AppleCare Business Insight Data Scientist,$112K-$178K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",Computer Hardware & Software
3603,Business Data Analyst,$112K-$178K (Glassdoor est.),4.6,"Pushnami
4.6","Austin, TX",Advertising & Marketing
3604,Principal Data Scientist,$112K-$178K (Glassdoor est.),3.8,"Clockwork Solutions
3.8","Austin, TX",Computer Hardware & Software
3605,Remote Senior Data Scientist (Healthcare / Claims Data),$93K-$151K (Glassdoor est.),4.2,"CyberCoders
4.2","Austin, TX",Staffing & Outsourcing
3606,"Search Data Scientist, Apple Media Products",$93K-$151K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",Computer Hardware & Software
3607,Data Analyst,$93K-$151K (Glassdoor est.),3.5,"NxStage
3.5","Austin, TX",Health Care Products Manufacturing
3608,Cybersecurity Data Scientist,$93K-$151K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",Colleges & Universities
3609,Research Engineering/ Scientist Assistant,$93K-$151K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",Colleges & Universities
3610,"Data Scientist, AMP Commerce/ Payments/ Subscription Analytics",$93K-$151K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",Computer Hardware & Software
3611,Data Engineer,$93K-$151K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",Computer Hardware & Software
3612,Principal Data Scientist- Public Sector,$93K-$151K (Glassdoor est.),3.7,"IBM
3.7","Austin, TX",IT Services
3613,"Principal Data Scientist-Developer Experience (SDK, CLI, Developer Services (Join OCI-SDE)",$93K-$151K (Glassdoor est.),3.6,"Oracle
3.6","Austin, TX",Enterprise Software & Network Solutions
3614,EDI Data Analyst,$93K-$151K (Glassdoor est.),4.7,"KGS
4.7","Austin, TX",Investment Banking & Asset Management
3615,"Content Data Scientist, Apple Media Products Data Science",$93K-$151K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",Computer Hardware & Software
3616,Junior Data Analyst,$93K-$151K (Glassdoor est.),2.7,"Assembly
2.7","Austin, TX",Advertising & Marketing
3617,Junior Data Analyst,$93K-$151K (Glassdoor est.),2.8,"Texas Health & Human Services Commission
2.8","Austin, TX",State & Regional Agencies
3618,Artificial Intelligence Research Scientist,$93K-$151K (Glassdoor est.),3.3,"Cubic
3.3","Austin, TX",Aerospace & Defense
3619,Data Analyst,$93K-$151K (Glassdoor est.),3.2,"Fresenius Medical Care
3.2","Austin, TX",Health Care Products Manufacturing
3621,Data Crawler Engineer,$93K-$151K (Glassdoor est.),-1.0,BuildGroup Data Services,"Austin, TX",-1
3622,Quantum Principal Data Scientist (Industrial-Process sector),$93K-$151K (Glassdoor est.),3.7,"IBM
3.7","Austin, TX",IT Services
3623,"Lead Data Engineer (St. Louis, Austin or Toronto)",$93K-$151K (Glassdoor est.),4.1,"Mastercard
4.1","Austin, TX",Financial Transaction Processing
3624,Business Intelligence Analyst,$93K-$151K (Glassdoor est.),-1.0,Simplex,"Austin, TX",Staffing & Outsourcing
3625,Dell Data Scientist/AI developer,$93K-$151K (Glassdoor est.),4.1,"APN Software Services Inc.
4.1","Austin, TX",Computer Hardware & Software
3626,Big Data Engineer,$93K-$151K (Glassdoor est.),4.5,"SpringML
4.5","Austin, TX",Enterprise Software & Network Solutions
3628,Data Analyst,$93K-$151K (Glassdoor est.),3.6,"Central Health
3.6","Austin, TX",Health Care Services & Hospitals
3629,Data Analyst,$93K-$151K (Glassdoor est.),4.3,"Lightspeed Systems
4.3","Austin, TX",Computer Hardware & Software
3630,Data Scientist - Domain Intelligence & Client Security,$93K-$151K (Glassdoor est.),3.7,"CloudFlare
3.7","Austin, TX",Internet
3631,Data Analyst (Remote),$93K-$151K (Glassdoor est.),4.9,"Cypress HCM
4.9","Austin, TX",Staffing & Outsourcing
3632,Data Engineer,$93K-$151K (Glassdoor est.),3.8,"Sense Corp
3.8","Austin, TX",Accounting
3633,Geospatial Software Developer and Data Scientist,$93K-$151K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",Colleges & Universities
3634,Data Scientist - Data Intelligence Engineer,$93K-$151K (Glassdoor est.),4.1,"APN Software Services Inc.
4.1","Round Rock, TX",Computer Hardware & Software
3636,Spice Modeling Engineer,$100K-$152K (Glassdoor est.),4.3,"Cirrus Logic
4.3","Austin, TX",Electrical & Electronic Manufacturing
3637,Junior Data Analyst,$100K-$152K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Austin, TX",IT Services
3638,Machine Learning Engineer (Imaging),$100K-$152K (Glassdoor est.),3.6,"Samsung Electronics
3.6","Austin, TX",Computer Hardware & Software
3639,"Data Analyst, Lead",$100K-$152K (Glassdoor est.),3.8,"Booz Allen Hamilton Inc.
3.8","Austin, TX",Consulting
3640,Learning and Development Business Intelligence Analyst,$100K-$152K (Glassdoor est.),4.5,"Rose International
4.5","Austin, TX",Staffing & Outsourcing
3641,Data Engineer,$100K-$152K (Glassdoor est.),4.7,"SADA
4.7","Austin, TX",IT Services
3642,Strategic Data Analyst III - Strategic Planning Divsion,$100K-$152K (Glassdoor est.),3.9,"TxDOT
3.9","Austin, TX",State & Regional Agencies
3643,Geospatial Software Developer and Data Scientist,$100K-$152K (Glassdoor est.),3.8,"Applied Research Laboratories
3.8","Austin, TX",Colleges & Universities
3644,Senior Data Scientist,$100K-$152K (Glassdoor est.),3.4,"Ultra Electronics, Advanced Tactical Systems
3.4","Austin, TX",Aerospace & Defense
3645,Junior Data Analyst,$100K-$152K (Glassdoor est.),2.6,"Santanna Energy Services
2.6","Austin, TX",Energy
3647,Data Engineer,$100K-$152K (Glassdoor est.),3.8,"Pilytix, LLC
3.8","Austin, TX",-1
3648,"Machine Learning Engineer - Fraud Engineering, Algorithms, and Risk",$100K-$152K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",Computer Hardware & Software
3649,Data Analyst - People Analytics,$100K-$152K (Glassdoor est.),4.7,"OnlineMedEd
4.7","Austin, TX",Colleges & Universities
3650,Data Analyst,$100K-$152K (Glassdoor est.),3.5,"Robert Half
3.5","Austin, TX",Staffing & Outsourcing
3651,Data Engineer,$100K-$152K (Glassdoor est.),3.5,"Atos Syntel Inc.
3.5","Austin, TX",IT Services
3652,Data Engineer II - ETL Engineer - Spectrum Enterprise,$100K-$152K (Glassdoor est.),2.9,"Spectrum
2.9","Austin, TX","Cable, Internet & Telephone Providers"
3653,Machine Learning Engineer - Online Retail Analytics,$100K-$152K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",Computer Hardware & Software
3654,Junior Data Engineer,$100K-$152K (Glassdoor est.),3.5,"ISHPI Information Technologies
3.5","Austin, TX",IT Services
3655,Senior Data Scientist,$100K-$152K (Glassdoor est.),-1.0,ARDOR IT SOLUTIONS,"Austin, TX",IT Services
3656,Live Operations Data Analyst,$100K-$152K (Glassdoor est.),3.8,"Wargaming
3.8","Austin, TX",Video Games
3657,Associate Data Engineer,$100K-$152K (Glassdoor est.),3.2,"Scientific Games
3.2","Austin, TX",Computer Hardware & Software
3658,CPU Performance –Sr Principal Modeling Engineer,$100K-$152K (Glassdoor est.),4.2,"Arm
4.2","Austin, TX",Computer Hardware & Software
3661,Data Analyst,$100K-$152K (Glassdoor est.),-1.0,Cyclex Systems,"Austin, TX",-1
3662,Data Engineer,$100K-$152K (Glassdoor est.),3.2,"Phunware, Inc
3.2","Austin, TX",Computer Hardware & Software
3663,Senior Data Scientist - Nationwide Opportunities,$100K-$152K (Glassdoor est.),3.9,"Amazon
3.9","Austin, TX",Internet
3665,Research Scientist,$100K-$152K (Glassdoor est.),-1.0,Newormics LLC,"Austin, TX",-1
3667,Technical Data Analyst,$38K-$68K (Glassdoor est.),3.7,"Allegan General Hospital
3.7","Austin, TX",-1
3669,Data Science Engineer,$38K-$68K (Glassdoor est.),-1.0,OneModel,"Austin, TX",-1
3670,Medical Lab Scientist (MLS) Evenings,$38K-$68K (Glassdoor est.),3.3,"Ascension
3.3","Austin, TX",Health Care Services & Hospitals
3671,Quantum Data Scientist- Industial Process Sector (Multiple Cities),$38K-$68K (Glassdoor est.),3.7,"IBM Corporation
3.7","Austin, TX",IT Services
3672,Machine Learning Engineer (Imaging),$38K-$68K (Glassdoor est.),2.9,"Samsung Electronics America Inc
2.9","Austin, TX",Computer Hardware & Software
3673,Lead Data Analyst,$38K-$68K (Glassdoor est.),3.9,"LawnStarter
3.9","Austin, TX",Internet
3675,Graphics (GPU) Performance Modeling Engineer,$38K-$68K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",Computer Hardware & Software
3676,Quantum Principal Data Scientist (Industrial-Discrete sector),$38K-$68K (Glassdoor est.),3.7,"IBM
3.7","Austin, TX",IT Services
3677,Data Engineer,$38K-$68K (Glassdoor est.),3.9,"Amazon
3.9","Austin, TX",Internet
3679,Software Engineer - Data Team,$38K-$68K (Glassdoor est.),3.9,"The Zebra
3.9","Austin, TX",Insurance Agencies & Brokerages
3680,Microsoft Dynamics CRM Data Analyst,$38K-$68K (Glassdoor est.),3.7,"IBM
3.7","Austin, TX",IT Services
3681,Splunk Data Analyst,$38K-$68K (Glassdoor est.),4.1,"BayOne Solutions
4.1","Austin, TX",IT Services
3682,Data Engineer,$38K-$68K (Glassdoor est.),4.4,"Tachyon Technologies
4.4","Austin, TX",IT Services
3684,Marketing Data Analyst,$38K-$68K (Glassdoor est.),-1.0,Show Me Leads,"Austin, TX",-1
3685,Data Analyst,$38K-$68K (Glassdoor est.),2.5,"Avacend, Inc.
2.5","Austin, TX",Staffing & Outsourcing
3686,Environmental Data Analyst - Disaster Recovery,$38K-$68K (Glassdoor est.),3.5,"ICF
3.5","Austin, TX",Consulting
3688,Senior Staff Data Engineer,$38K-$68K (Glassdoor est.),3.7,"Bazaarvoice
3.7","Austin, TX",Enterprise Software & Network Solutions
3689,Business Intelligence Analyst / Data Analyst,$38K-$68K (Glassdoor est.),4.0,"TalentCare
4.0","Austin, TX",Health Care Services & Hospitals
3690,Data Engineer III,$38K-$68K (Glassdoor est.),3.7,"Time Warner Cable
3.7","Austin, TX",TV Broadcast & Cable Networks
3691,"Data Analyst, Law Enforcement Response Team",$38K-$68K (Glassdoor est.),4.5,"Facebook
4.5","Austin, TX",Internet
3692,Data Analyst,$38K-$68K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Austin, TX",IT Services
3693,Data Engineer,$38K-$68K (Glassdoor est.),4.9,"Treehouse Technology Group, LLC
4.9","Austin, TX",IT Services
3694,Business Intelligence Analyst,$38K-$68K (Glassdoor est.),-1.0,Inspire Recruitment Inc.,"Austin, TX",-1
3695,Data Engineer - Customer Analytics Platform,$38K-$68K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",Computer Hardware & Software
3697,Senior Data Scientist and Machine Learning Expert,$73K-$111K (Glassdoor est.),2.4,"Ayata
2.4","Austin, TX",Accounting
3698,"Data Scientist - Big Data, ML, NLP",$73K-$111K (Glassdoor est.),4.2,"CyberCoders
4.2","Austin, TX",Staffing & Outsourcing
3699,Big Data Engineer,$73K-$111K (Glassdoor est.),4.3,"Onica Group
4.3","Austin, TX",IT Services
3700,SOC Architecture Modeling Engineer,$73K-$111K (Glassdoor est.),3.9,"Amazon
3.9","Austin, TX",Internet
3701,Data Engineer (Mid-Level),$73K-$111K (Glassdoor est.),4.2,"CyberCoders
4.2","Austin, TX",Staffing & Outsourcing
3702,Algorithm Design and Analysis Engineering Scientist,$73K-$111K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",Colleges & Universities
3703,Data Engineer,$73K-$111K (Glassdoor est.),4.0,"LMI
4.0","Austin, TX",Consulting
3704,Business Intelligence Analyst,$73K-$111K (Glassdoor est.),3.6,"Iconma, L.L.C.
3.6","Austin, TX",Staffing & Outsourcing
3705,Data Engineer,$73K-$111K (Glassdoor est.),-1.0,"Spruce Services, Inc","Austin, TX",Building & Personnel Services
3706,BI Data Analyst and Specialist,$73K-$111K (Glassdoor est.),-1.0,Sam Bharath,"West Lake Hills, TX",-1
3707,Data Analyst III,$73K-$111K (Glassdoor est.),3.7,"Wellcare
3.7","Austin, TX",Insurance Carriers
3709,Information Systems Engineering Specialist (Engineering Scientist),$73K-$111K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",Colleges & Universities
3710,"Data Engineer -- Austin, TX -- 6 Months+ Contract",$73K-$111K (Glassdoor est.),3.9,"Staffing Technologies
3.9","Austin, TX",Staffing & Outsourcing
3711,Senior Claims Data Analyst,$73K-$111K (Glassdoor est.),2.8,"Healthgrades
2.8","Austin, TX",Internet
3712,"Senior Data Scientist 8+ Yrs Experience - (Remote/WFH, India)",$73K-$111K (Glassdoor est.),-1.0,SIERA.AI,"Austin, TX",Computer Hardware & Software
3713,"Senior SW Engineer, Data Science ( Kubernetes/ Docker ) Remote USA",$73K-$111K (Glassdoor est.),3.3,"FireEye Inc
3.3","Austin, TX",Computer Hardware & Software
3714,Medical Lab Scientist (MLS) 2:00pm-10:30pm,$73K-$111K (Glassdoor est.),3.3,"Ascension
3.3","Austin, TX",Health Care Services & Hospitals
3716,Data Engineer,$73K-$111K (Glassdoor est.),-1.0,"Integrated Technology Strategies, Inc.","Austin, TX","Health, Beauty, & Fitness"
3718,"Data Scientist Active Secret Clearance - Austin, TX",$73K-$111K (Glassdoor est.),3.9,"Deloitte
3.9","Austin, TX",Accounting
3719,Celonis Data Engineer & Analyst,$73K-$111K (Glassdoor est.),-1.0,SNIPEBRIDGE,"Austin, TX",-1
3720,Data Engineer,$73K-$111K (Glassdoor est.),4.8,"EtiVenture, Inc.
4.8","Austin, TX",Consulting
3721,Data Analyst II,$73K-$111K (Glassdoor est.),3.3,"Centene Corporation
3.3","Austin, TX",Insurance Carriers
3722,Electronics Engineering Scientist,$73K-$111K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",Colleges & Universities
3723,Senior Data Engineer,$73K-$111K (Glassdoor est.),5.0,"Uplink Talent Solutions
5.0","Austin, TX",Staffing & Outsourcing
3725,Senior Data Analyst,$73K-$111K (Glassdoor est.),3.7,"Cloudflare
3.7","Austin, TX",Internet
3726,Information Systems Engineering Specialist (Engineering Scientist),$82K-$129K(Employer est.),3.8,"Applied Research Laboratories
3.8","Austin, TX",Colleges & Universities
3727,Data Analyst III,$82K-$129K(Employer est.),2.8,"Texas Health & Human Services Commission
2.8","Austin, TX",State & Regional Agencies
3728,Senior Data Engineer (ATX),$82K-$129K(Employer est.),3.1,"Ethos
3.1","Austin, TX",Advertising & Marketing
3729,Data Engineer (remote),$82K-$129K(Employer est.),3.3,"Thrivent
3.3","Austin, TX",Insurance Carriers
3730,Data Engineer,$82K-$129K(Employer est.),3.9,"Octo Consulting Group
3.9","Austin, TX",Consulting
3731,Data Engineer,$82K-$129K(Employer est.),4.0,"WorldQuant
4.0","Austin, TX",Investment Banking & Asset Management
3732,Data Engineer (Python/C#),$82K-$129K(Employer est.),3.2,"Dimensional Fund Advisors
3.2","Austin, TX",Investment Banking & Asset Management
3733,Data Engineer,$82K-$129K(Employer est.),-1.0,BuildGroup Data Services,"Austin, TX",-1
3734,Senior Data Engineer,$82K-$129K(Employer est.),4.3,"H E B
4.3","Austin, TX",Grocery Stores & Supermarkets
3735,Data Engineer,$82K-$129K(Employer est.),3.4,"OBXtek
3.4","Austin, TX",IT Services
3736,Senior Data Analyst,$82K-$129K(Employer est.),3.7,"Bazaarvoice
3.7","Austin, TX",Enterprise Software & Network Solutions
3737,Jr. Data Engineer,$82K-$129K(Employer est.),3.6,"IPT Associates
3.6","Austin, TX",Consulting
3738,Data Engineer,$82K-$129K(Employer est.),2.6,"InfoWay Solutions LLC
2.6","Austin, TX",Internet
3739,Data Engineer,$82K-$129K(Employer est.),4.2,"Procore Technologies
4.2","Austin, TX",Computer Hardware & Software
3740,Machine Learning Engineer (Imaging),$82K-$129K(Employer est.),2.9,"Samsung Austin Semiconductor
2.9","Austin, TX",Electrical & Electronic Manufacturing
3741,Data Engineer,$82K-$129K(Employer est.),4.2,"Horn Solutions Inc.
4.2","Austin, TX",Consulting
3742,Business Intelligence and Data Analyst,$82K-$129K(Employer est.),3.9,"Teacher Retirement System of Texas
3.9","Austin, TX",Investment Banking & Asset Management
3743,Data Engineer III (E3),$82K-$129K(Employer est.),3.7,"Applied Materials
3.7","Austin, TX",Electrical & Electronic Manufacturing
3744,Technical Data Analyst,$82K-$129K(Employer est.),3.3,"Ascension
3.3","Austin, TX",Health Care Services & Hospitals
3745,20-63 Flood Planning Data Analyst (Data Analyst III),$82K-$129K(Employer est.),2.8,"Texas Water Development Board
2.8","Austin, TX",State & Regional Agencies
3746,Data Analyst - Public Sector,$82K-$129K(Employer est.),3.8,"Sense Corp
3.8","Austin, TX",Accounting
3747,Data Scientist with Security Clearance,$82K-$129K(Employer est.),3.1,"Federal Data Systems Inc
3.1","Austin, TX",IT Services
3748,Data Analyst III,$82K-$129K(Employer est.),3.3,"Centene Corporation
3.3","Austin, TX",Insurance Carriers
3750,Principal Machine Learning Engineer,$82K-$129K(Employer est.),3.9,"ForgeRock
3.9","Austin, TX",Enterprise Software & Network Solutions
3752,Data Analyst III,$82K-$129K(Employer est.),3.1,"Seven Seven Softwares
3.1","Austin, TX",IT Services
3753,MDM/Master Data Analyst ( Tibco EBX ),$82K-$129K(Employer est.),4.4,"Vsion Technologies Inc
4.4","Austin, TX",IT Services
3754,Data Analyst III,$82K-$129K(Employer est.),3.3,"Superior HealthPlan
3.3","Austin, TX",Health Care Services & Hospitals
